lakeid,trans,dist,setdate,coldate,daysout,trayweight,dw_tray,dw,fract_bgch,fract_smch,fract_simu,bgch,smch,simu,comments,comments.2
myv,flg,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,491,0,NA,NA
myv,flg,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,59,0,NA,NA
myv,flg,500,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,23,0,NA,NA
myv,hag,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,202,15,NA,NA
myv,hag,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.11452,1,0,313,3,NA,NA
myv,hag,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,453,1,NA,NA
myv,hag,500,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,71,4,NA,NA
myv,kal,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,347,0,NA,NA
myv,kal,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,216,0,NA,NA
myv,kal,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.11452,1,0,373,0,NA,NA
myv,non,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,411,0,NA,NA
myv,non,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,354,0,NA,NA
myv,non,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.11452,1,0,217,0,NA,NA
myv,skf,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,322,0,NA,NA
myv,skf,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,649,0,NA,NA
myv,skf,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,43,0,NA,NA
myv,skf,500,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,19,0,NA,NA
myv,vin,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,369,0,NA,NA
myv,vin,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.2863,1,0,223,0,NA,NA
myv,vin,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,1,561,0,NA,NA
myv,btl,5,2010-05-21,2010-05-29,9,NA,NA,NA,0.11452,0.11452,1,2,134,0,others are mostly bracycera in this sampling session,NA
myv,btl,50,2010-05-21,2010-05-29,8,NA,NA,NA,1,0.17178,1,140,207,0,NA,NA
myv,btl,150,2010-05-21,2010-05-29,8,NA,NA,NA,1,1,1,21,359,0,NA,NA
myv,flg,5,2010-05-21,2010-05-29,9,NA,NA,NA,1,1,1,11,32,0,NA,NA
myv,flg,50,2010-05-21,2010-05-29,9,NA,NA,NA,1,1,1,15,37,0,NA,NA
myv,flg,150,2010-05-21,2010-05-29,9,NA,NA,NA,1,1,1,10,15,0,NA,NA
myv,flg,500,2010-05-21,2010-05-29,9,NA,NA,NA,1,1,1,0,7,0,NA,NA
myv,hag,5,2010-05-21,2010-05-29,8,NA,NA,NA,1,0.05726,1,70,374,0,NA,NA
myv,hag,50,2010-05-21,2010-05-29,8,NA,NA,NA,1,0.2863,1,192,251,0,NA,NA
myv,hag,150,2010-05-21,2010-05-29,8,NA,NA,NA,1,1,1,23,131,0,NA,NA
myv,hag,500,2010-05-21,2010-05-29,8,NA,NA,NA,1,1,1,0,14,0,NA,NA
myv,kal,5,2010-05-21,2010-05-29,9,NA,NA,NA,1,0.11452,1,5,229,0,NA,NA
myv,kal,50,2010-05-21,2010-05-29,8,NA,NA,NA,1,0.11452,1,56,301,0,NA,NA
myv,kal,150,2010-05-21,2010-05-29,8,NA,NA,NA,1,1,1,63,806,0,NA,NA
myv,non,5,2010-05-21,2010-05-29,9,NA,NA,NA,1,0.05726,1,28,542,0,NA,NA
myv,non,50,2010-05-21,2010-05-29,9,NA,NA,NA,0.11452,0.11452,1,2,241,0,NA,NA
myv,non,150,2010-05-21,2010-05-29,9,NA,NA,NA,1,0.45808,1,91,273,0,NA,NA
myv,skf,5,2010-05-21,2010-05-29,9,NA,NA,NA,1,0.11452,1,31,307,0,NA,NA
myv,skf,50,2010-05-21,2010-05-29,9,NA,NA,NA,0.2863,0.2863,1,12,261,0,NA,NA
myv,skf,150,2010-05-21,2010-05-29,8,NA,NA,NA,1,1,1,3,63,0,NA,NA
myv,skf,500,2010-05-21,2010-05-29,8,NA,NA,NA,1,1,1,0,12,0,NA,NA
myv,vin,5,2010-05-21,2010-05-29,9,NA,NA,NA,1,0.17178,1,14,290,0,NA,NA
myv,vin,50,2010-05-21,2010-05-29,9,NA,NA,NA,1,1,1,7,78,0,NA,NA
myv,vin,150,2010-05-21,2010-05-29,9,NA,NA,NA,1,1,1,3,16,0,NA,NA
myv,btl,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.11452,1,89,485,0,NA,NA
myv,btl,50,2010-05-29,2010-06-03,5,NA,NA,NA,1,0.17178,1,199,263,0,NA,NA
myv,btl,150,2010-05-29,2010-06-03,5,NA,NA,NA,1,1,1,74,496,3,NA,NA
myv,flg,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,24,75,3,NA,NA
myv,flg,50,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,118,84,0,NA,NA
myv,flg,150,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,73,27,2,NA,NA
myv,flg,500,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,24,35,2,NA,NA
myv,hag,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.11452,1,87,228,2,NA,NA
myv,hag,50,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,44,389,2,NA,NA
myv,hag,150,2010-05-29,2010-06-03,5,NA,NA,NA,1,1,1,24,186,3,NA,NA
myv,hag,500,2010-05-29,2010-06-03,5,NA,NA,NA,1,1,1,0,35,0,NA,NA
myv,kal,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.04494,1,31,318,0,NA,NA
myv,kal,50,2010-05-29,2010-06-03,5,NA,NA,NA,1,0.05726,1,321,376,0,NA,NA
myv,kal,150,2010-05-29,2010-06-03,5,NA,NA,NA,0.45808,0.11452,1,206,216,0,NA,NA
myv,non,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.04494,1,106,345,0,NA,NA
myv,non,50,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.11452,1,79,228,0,NA,NA
myv,non,150,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,170,533,0,NA,NA
myv,skf,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,21,880,0,NA,NA
myv,skf,50,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,47,598,1,NA,NA
myv,skf,150,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,16,291,0,NA,NA
myv,skf,500,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,4,83,0,NA,NA
myv,vin,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.11452,1,81,398,0,NA,NA
myv,vin,50,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.17178,1,94,239,3,NA,NA
myv,vin,150,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,80,291,2,NA,NA
hel,hel1,5,2010-05-18,2010-06-06,14,NA,NA,NA,1,1,1,1,85,0,NA,NA
hel,hel1,50,2010-05-18,2010-06-06,14,NA,NA,NA,1,1,1,15,9,0,NA,NA
hel,hel1,150,2010-05-18,2010-06-06,14,NA,NA,NA,1,1,1,2,0,0,NA,NA
hel,hel1,500,2010-05-18,2010-06-06,14,NA,NA,NA,1,1,1,7,0,0,NA,NA
hel,hel2,5,2010-05-18,2010-06-06,14,NA,NA,NA,1,1,1,111,7,1,NA,NA
hel,hel2,50,2010-05-18,2010-06-06,14,NA,NA,NA,1,1,1,13,19,0,NA,NA
hel,hel2,150,2010-05-18,2010-06-06,8,NA,NA,NA,1,1,1,2,2,0,NA,NA
hel,hel2,500,2010-05-18,2010-06-06,8,NA,NA,NA,1,1,1,1,24,2,NA,NA
myv,btl,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,0.17178,1,31,227,10,NA,NA
myv,btl,50,2010-06-03,2010-06-11,8,NA,NA,NA,1,0.17178,1,85,212,7,NA,NA
myv,btl,150,2010-06-03,2010-06-11,8,NA,NA,NA,1,1,1,101,331,10,NA,NA
myv,flg,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,29,149,2,NA,NA
myv,flg,50,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,20,75,1,NA,NA
myv,flg,150,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,21,26,0,NA,NA
myv,flg,500,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,7,37,0,NA,NA
myv,hag,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,0.05726,1,50,232,20,NA,NA
myv,hag,50,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,47,632,20,NA,NA
myv,hag,150,2010-06-03,2010-06-11,8,NA,NA,NA,1,1,1,106,354,13,NA,NA
myv,hag,500,2010-06-03,2010-06-11,8,NA,NA,NA,1,1,1,29,67,8,NA,NA
myv,kal,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,0.11452,1,26,217,0,NA,NA
myv,kal,50,2010-06-03,2010-06-11,8,NA,NA,NA,1,1,1,284,985,0,NA,NA
myv,kal,150,2010-06-03,2010-06-11,8,NA,NA,NA,1,1,1,320,569,1,NA,NA
myv,non,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,0.11452,1,105,287,6,NA,NA
myv,non,50,2010-06-03,2010-06-11,7,NA,NA,NA,1,0.17178,1,142,253,3,NA,NA
myv,non,150,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,213,406,6,NA,NA
myv,skf,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,28,745,10,NA,NA
myv,skf,50,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,32,416,6,NA,NA
myv,skf,150,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,24,402,4,NA,NA
myv,skf,500,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,9,121,0,NA,NA
myv,vin,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,82,835,4,NA,NA
myv,vin,50,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,0,297,0,NA,NA
myv,vin,150,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,48,132,5,NA,NA
myv,btl,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,6,246,7,NA,NA
myv,btl,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,12,151,3,NA,NA
myv,btl,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,8,59,14,NA,NA
myv,flg,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,1,210,6,NA,NA
myv,flg,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,6,159,4,NA,NA
myv,flg,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,15,54,4,NA,NA
myv,flg,500,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,1,23,1,NA,NA
myv,hag,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,6,260,18,NA,NA
myv,hag,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,NA,NA,NA,spilled in field,NA
myv,hag,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,5,64,8,NA,NA
myv,hag,500,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,0,13,8,NA,NA
myv,kal,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,0.11452,1,6,215,8,NA,NA
myv,kal,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,NA,NA,NA,sample missing??,NA
myv,kal,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,47,219,3,NA,NA
myv,non,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,0.11452,1,6,230,18,NA,NA
myv,non,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,0.11452,1,4,288,3,NA,NA
myv,non,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,28,237,7,NA,NA
myv,skf,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,6,114,8,NA,NA
myv,skf,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,2,117,4,NA,NA
myv,skf,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,3,26,6,NA,NA
myv,skf,500,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,0,17,0,NA,NA
myv,vin,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,32,600,9,NA,NA
myv,vin,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,22,215,10,NA,NA
myv,vin,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,10,75,9,NA,NA
hel,hel1,5,2010-06-06,2010-06-19,15,NA,NA,NA,1,1,1,0,2,9,NA,NA
hel,hel1,50,2010-06-06,2010-06-19,15,NA,NA,NA,1,1,1,0,0,13,NA,NA
hel,hel1,150,2010-06-06,2010-06-19,15,NA,NA,NA,1,1,1,0,4,2,NA,NA
hel,hel1,500,2010-06-06,2010-06-19,15,NA,NA,NA,1,1,1,0,0,2,NA,NA
hel,hel2,5,2010-06-06,2010-06-19,15,NA,NA,NA,1,1,1,2,4,3,NA,NA
hel,hel2,50,2010-06-06,2010-06-19,15,NA,NA,NA,1,1,1,0,2,7,NA,NA
hel,hel2,150,2010-06-06,2010-06-19,7,NA,NA,NA,1,1,1,0,3,5,NA,NA
hel,hel2,500,2010-06-06,2010-06-19,7,NA,NA,NA,1,1,1,0,3,8,NA,NA
myv,btl,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,0,308,5,NA,NA
myv,btl,50,2010-06-18,2010-06-25,7,NA,NA,NA,1,1,1,3,116,4,NA,NA
myv,btl,150,2010-06-18,2010-06-25,7,NA,NA,NA,1,1,1,2,55,0,NA,NA
myv,flg,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,163,2,NA,NA
myv,flg,50,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,3,77,0,NA,NA
myv,flg,150,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,15,7,NA,NA
myv,flg,500,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,16,1,NA,NA
myv,hag,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,125,9,NA,NA
myv,hag,50,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,5,67,12,NA,NA
myv,hag,150,2010-06-18,2010-06-25,7,NA,NA,NA,1,1,1,4,41,2,NA,NA
myv,hag,500,2010-06-18,2010-06-25,7,NA,NA,NA,1,1,1,0,16,4,NA,NA
myv,kal,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,543,6,NA,NA
myv,kal,50,2010-06-18,2010-06-25,7,NA,NA,NA,1,1,1,5,310,1,NA,NA
myv,kal,150,2010-06-18,2010-06-25,7,NA,NA,NA,1,1,1,6,319,0,NA,NA
myv,non,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,950,2,NA,NA
myv,non,50,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,269,1,NA,NA
myv,non,150,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,0,78,3,NA,NA
myv,skf,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,119,5,NA,NA
myv,skf,50,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,69,2,NA,NA
myv,skf,150,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,15,2,NA,NA
myv,skf,500,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,0,18,3,NA,NA
myv,vin,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,2,219,5,NA,NA
myv,vin,50,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,4,67,4,NA,NA
myv,vin,150,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,3,33,1,NA,NA
myv,btl,5,2010-06-25,2010-07-07,11,NA,NA,NA,1,1,1,1,488,3,NA,NA
myv,btl,50,2010-06-25,2010-07-07,12,NA,NA,NA,1,1,1,2,367,6,NA,NA
myv,btl,150,2010-06-25,2010-07-07,12,NA,NA,NA,1,1,1,3,399,9,NA,NA
myv,flg,5,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,5,176,2,NA,NA
myv,flg,50,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,1,37,2,NA,NA
myv,flg,150,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,2,26,0,NA,NA
myv,flg,500,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,6,16,0,NA,NA
myv,hag,5,2010-06-25,2010-07-07,9,NA,NA,NA,1,0.11452,1,2,219,5,NA,NA
myv,hag,50,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,2,355,3,NA,NA
myv,hag,150,2010-06-25,2010-07-07,12,NA,NA,NA,1,1,1,1,134,1,NA,NA
myv,hag,500,2010-06-25,2010-07-07,12,NA,NA,NA,1,1,1,1,52,3,NA,NA
myv,kal,5,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,0,385,4,NA,NA
myv,kal,50,2010-06-25,2010-07-07,12,NA,NA,NA,1,1,1,1,138,3,NA,NA
myv,kal,150,2010-06-25,2010-07-07,12,NA,NA,NA,1,1,1,3,472,2,NA,NA
myv,non,5,2010-06-25,2010-07-07,9,NA,NA,NA,1,0.11452,1,0,238,12,NA,NA
myv,non,50,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,2,665,4,NA,NA
myv,non,150,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,1,148,2,NA,NA
myv,skf,5,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,0,220,3,NA,NA
myv,skf,50,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,2,169,2,NA,NA
myv,skf,150,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,0,99,1,NA,NA
myv,skf,500,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,0,22,1,NA,NA
myv,vin,5,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,2,880,3,NA,NA
myv,vin,50,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,14,149,0,NA,NA
myv,vin,150,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,2,48,17,NA,NA
hel,hel1,5,2010-06-19,2010-07-10,18,NA,NA,NA,1,1,1,0,26,11,NA,NA
hel,hel1,50,2010-06-19,2010-07-10,18,NA,NA,NA,1,1,1,0,9,14,NA,NA
hel,hel1,150,2010-06-19,2010-07-10,18,NA,NA,NA,1,1,1,0,6,0,NA,NA
hel,hel1,500,2010-06-19,2010-07-10,18,NA,NA,NA,1,1,1,0,6,7,NA,NA
hel,hel2,5,2010-06-19,2010-07-10,18,NA,NA,NA,1,1,1,0,18,5,NA,NA
hel,hel2,50,2010-06-19,2010-07-10,18,NA,NA,NA,1,1,1,0,12,5,NA,NA
hel,hel2,150,2010-06-19,2010-07-10,6,NA,NA,NA,1,1,1,0,7,8,NA,NA
hel,hel2,500,2010-06-19,2010-07-10,6,NA,NA,NA,1,1,1,0,11,7,NA,NA
myv,btl,5,2010-07-07,2010-07-17,6,NA,NA,NA,1,0.11452,1,0,349,1,NA,NA
myv,btl,50,2010-07-07,2010-07-17,10,NA,NA,NA,1,0.11452,1,0,355,0,NA,NA
myv,btl,150,2010-07-07,2010-07-17,10,NA,NA,NA,1,1,1,0,31,0,NA,NA
myv,flg,5,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,1,211,1,NA,NA
myv,flg,50,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,77,0,NA,NA
myv,flg,150,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,29,0,NA,NA
myv,flg,500,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,42,0,NA,NA
myv,hag,5,2010-07-07,2010-07-17,9,NA,NA,NA,1,0.11452,1,0,204,2,NA,NA
myv,hag,50,2010-07-07,2010-07-17,9,NA,NA,NA,1,0.04494,1,0,269,0,NA,NA
myv,hag,150,2010-07-07,2010-07-17,10,NA,NA,NA,1,1,1,0,579,3,NA,NA
myv,hag,500,2010-07-07,2010-07-17,10,NA,NA,NA,1,1,1,0,26,0,NA,NA
myv,kal,5,2010-07-07,2010-07-17,8,NA,NA,NA,1,0.11452,1,0,339,0,NA,NA
myv,kal,50,2010-07-07,2010-07-17,10,NA,NA,NA,1,0.04494,1,0,336,0,NA,NA
myv,kal,150,2010-07-07,2010-07-17,10,NA,NA,NA,1,0.04494,1,0,244,0,NA,NA
myv,non,5,2010-07-07,2010-07-17,9,NA,NA,NA,1,0.02247,1,0,331,0,NA,NA
myv,non,50,2010-07-07,2010-07-17,9,NA,NA,NA,1,0.02247,1,0,234,0,NA,NA
myv,non,150,2010-07-07,2010-07-17,9,NA,NA,NA,1,0.17178,1,0,272,0,NA,NA
myv,skf,5,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,336,3,NA,NA
myv,skf,50,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,465,2,NA,NA
myv,skf,150,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,28,0,NA,NA
myv,skf,500,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,21,0,NA,NA
myv,vin,5,2010-07-07,2010-07-17,9,NA,NA,NA,1,0.17178,1,0,294,2,NA,NA
myv,vin,50,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,339,0,NA,NA
myv,vin,150,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,273,0,NA,NA
myv,btl,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.11452,1,0,341,0,NA,NA
myv,btl,50,2010-07-17,2010-07-25,8,NA,NA,NA,1,0.05726,1,0,327,0,NA,NA
myv,btl,150,2010-07-17,2010-07-25,8,NA,NA,NA,1,1,1,0,485,0,missing?,"Not sure what ""missing"" refers to. Possibly the archived sample?"
myv,flg,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,634,0,NA,NA
myv,flg,50,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,4,385,0,NA,NA
myv,flg,150,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,1,107,0,NA,NA
myv,flg,500,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,78,0,NA,NA
myv,hag,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,1134,0,NA,NA
myv,hag,50,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.17178,1,0,238,0,NA,NA
myv,hag,150,2010-07-17,2010-07-25,8,NA,NA,NA,1,1,1,0,245,0,NA,NA
myv,hag,500,2010-07-17,2010-07-25,8,NA,NA,NA,1,1,1,0,13,2,NA,NA
myv,kal,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.05726,1,0,444,0,NA,NA
myv,kal,50,2010-07-17,2010-07-25,8,NA,NA,NA,1,0.02247,1,1,439,0,NA,NA
myv,kal,150,2010-07-17,2010-07-25,8,NA,NA,NA,1,0.05726,1,1,276,0,NA,NA
myv,non,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.11452,1,0,683,0,NA,NA
myv,non,50,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.05726,1,0,446,0,NA,NA
myv,non,150,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,1,690,0,NA,NA
myv,skf,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,832,0,NA,NA
myv,skf,50,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,345,0,NA,NA
myv,skf,150,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,44,1,NA,NA
myv,skf,500,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,1,27,0,NA,NA
myv,vin,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.11452,1,0,337,0,NA,NA
myv,vin,50,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.11452,1,0,278,0,NA,NA
myv,vin,150,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,325,2,NA,NA
hel,hel1,5,2010-07-10,2010-08-01,16,NA,NA,NA,1,1,1,NA,NA,NA,deli cup broke,NA
hel,hel1,50,2010-07-10,2010-08-01,16,NA,NA,NA,1,1,1,0,3,2,NA,NA
hel,hel1,150,2010-07-10,2010-08-01,16,NA,NA,NA,1,1,1,NA,NA,NA,deli cup broke,NA
hel,hel1,500,2010-07-10,2010-08-01,16,NA,NA,NA,1,1,1,0,1,3,NA,NA
hel,hel2,5,2010-07-10,2010-08-01,16,NA,NA,NA,1,1,1,0,4,3,NA,NA
hel,hel2,50,2010-07-10,2010-08-01,16,NA,NA,NA,1,1,1,0,4,0,NA,NA
hel,hel2,150,2010-07-10,2010-08-01,7,NA,NA,NA,1,1,1,0,1,6,NA,NA
hel,hel2,500,2010-07-10,2010-08-01,7,NA,NA,NA,1,1,1,NA,NA,NA,deli cup broke,NA
myv,btl,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,254,0,NA,NA
myv,btl,50,2010-07-25,2010-08-06,12,NA,NA,NA,1,1,1,0,550,0,NA,NA
myv,btl,150,2010-07-25,2010-08-06,12,NA,NA,NA,1,1,1,1,55,0,NA,NA
myv,flg,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,173,1,NA,NA
myv,flg,50,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,192,0,NA,NA
myv,flg,150,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,2,45,1,NA,NA
myv,flg,500,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,23,0,NA,NA
myv,hag,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,495,15,NA,NA
myv,hag,50,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,85,0,NA,NA
myv,hag,150,2010-07-25,2010-08-06,12,NA,NA,NA,1,1,1,0,284,5,NA,NA
myv,hag,500,2010-07-25,2010-08-06,12,NA,NA,NA,1,1,1,0,59,3,NA,NA
myv,kal,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,0.17178,1,0,297,0,KAL infalls were sampled on the 27th of July so that they could be reset for Kyle to calibrate his mesh infall covers.  These numbers are the sum of two infall periods within the single infall period of the other transect infalls.  The numbers may be infl,NA
myv,kal,50,2010-07-25,2010-08-06,12,NA,NA,NA,1,0.17178,1,0,285,0,ibid,NA
myv,kal,150,2010-07-25,2010-08-06,12,NA,NA,NA,1,1,1,0,883,0,ibid,NA
myv,non,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,0.11452,1,0,208,2,NA,NA
myv,non,50,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,1150,0,NA,NA
myv,non,150,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,201,0,NA,NA
myv,skf,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,254,0,NA,NA
myv,skf,50,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,1,175,1,NA,NA
myv,skf,150,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,124,4,NA,NA
myv,skf,500,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,98,4,NA,NA
